candidate,last_name,first_name,middle_initial,jr_ifapplicable,state,party,office,bill_pass_date,bill_number,original_or_amendment,Note,candidate_entity,election_status,status_of_candidate,specific_party,general_party,election_year,election_type,office_sought,incumbency_status,original_name,contributor,type_of_contributor,specific_business,general_industry,broad_sector,dollar_amount,date,last_updated,type_of_transaction,purpose,city,state.y,zip,in_state,parent_org_or_employer,recipient
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,750,2000-02-29,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"VASCONCELLOS, JOHN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN. OF CA PAC,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8200,2014-10-31,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5900,2014-09-11,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5000,2012-11-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3900,2010-05-03,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3900,2011-04-28,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,CAUSE PAC,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3300,2006-05-15,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,CA ASSOCIATION OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3300,2006-03-22,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3100,2014-11-04,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSN. SCC,LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3000,2014-06-20,2020-06-08,DIR,NA,SAN DIMAS,CA,91773,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2500,2012-05-25,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,CAUSE 1M GOVERNORS FUND,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,2300,2006-10-16,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2000,2010-11-02,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA STATEWIDE LAW ENFORCEMENT ASSN CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2000,2014-10-17,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,CAUSE PAC,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2006-09-22,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,CA ASSOCIATION OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2006-09-29,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CAUSE PAC,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2007-02-17,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA PAC,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2007-09-10,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2007-09-10,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CAUSE PAC,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2008-02-22,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2008-01-21,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CAUSE PAC,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2008-06-23,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2008-07-15,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,PEACE OFFICERS RESEARCH ASSN OF CA PAC,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2010-02-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2010-05-27,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2010-05-18,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2011-02-23,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2012-03-06,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2012-05-25,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2013-02-27,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSN. SCC,LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2013-06-24,2020-06-08,DIR,NA,SAN DIMAS,CA,91773,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,LOS ANGELES AIRPORT PEACE OFFICERS ASSOCIATION PAC,LOS ANGELES AIRPORT PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2013-06-07,2020-06-08,DIR,NA,LOS ANGELES,CA,90045,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN. OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2014-02-03,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2014-05-22,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,900,2014-03-03,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,700,2012-11-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN. OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,600,2013-10-09,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-21,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-09-16,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2007-11-21,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,OFFICIAL POLICE GARAGE ASSN OF LOS ANGELES,OFFICIAL POLICE GARAGE ASSOCIATION OF LOS ANGELES,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2010-05-28,2020-06-08,DIR,NA,SIMI VALLEY,CA,93065,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN. OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,400,2013-10-09,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
